Year,Country,Cropland,Grazing,Forest,Fishing,Builtup,Carbon
1982,Middle Africa,0.280605488480106,1.6213400987908066,5.622545894381017,0.3324569706260493,0.031674240775641536,0.0
1983,Middle Africa,0.27128822624096505,1.572503296151614,5.4673686777565695,0.3224429486003209,0.03173703459285298,0.0
1984,Middle Africa,0.2702750062028297,1.5190244434211608,5.312011463277513,0.31147707081528136,0.03281768312307039,0.0
1985,Middle Africa,0.2742000317334586,1.4691378747674069,5.156481346484077,0.30124779350207354,0.033629656196818465,0.0
1986,Middle Africa,0.286285805845276,1.4187458238189148,5.0002353464589575,0.2909148666753926,0.03535615507811511,0.0
1987,Middle Africa,0.2668818183774509,1.3781759876998525,4.861974743544323,0.2825959921684347,0.035198313202835084,0.0
1988,Middle Africa,0.26482915057623696,1.3369423689436708,4.725533035731483,0.2741410085472605,0.03534255873909989,0.0
1989,Middle Africa,0.2649128364585169,1.296407869552611,4.586851359430872,0.26582937986217103,0.036841613233797296,0.0
1990,Middle Africa,0.27060745508048073,1.2588734596469708,4.427570694783631,0.2581265441098571,0.039281233687232936,0.0
1991,Middle Africa,0.2667376554746941,1.2159451855486854,4.277703092527274,0.2493304477797928,0.0395922533682276,0.0
1992,Middle Africa,0.2640312312746903,1.1854846280500342,4.178065915531195,0.2430844882324188,0.040850221260522714,0.0
1993,Middle Africa,0.2497637380530632,1.1452748432639055,4.026457453855438,0.2348394425140708,0.04019857544689854,0.0
1994,Middle Africa,0.26336677785939905,1.1059280168044512,3.893016117629984,0.22677134703045498,0.04283846934911329,0.0
1995,Middle Africa,0.2344229901820323,1.068723779203382,3.7672095705509814,0.21927164894224715,0.03784761641914655,0.0
1996,Middle Africa,0.24084030304308265,1.0378835162942623,3.6645162661909914,0.21292476307152736,0.03945403770083673,0.0
1997,Middle Africa,0.2329442489655457,1.0117259151265798,3.5607090663126173,0.20737008773966345,0.03905341243188962,0.0
1998,Middle Africa,0.25116387771944604,0.9868313232246848,3.4652331344779683,0.2022216448716084,0.04234424945494528,0.0
1999,Middle Africa,0.2379144907602023,0.9620045409174798,3.3668632737435966,0.19713413636141366,0.04137252946454066,0.0
2000,Middle Africa,0.23097785278951136,0.9373364229865908,3.26829197024748,0.1920791413825652,0.04089195653363891,0.0
2001,Middle Africa,0.2339158874810794,0.9121922067017776,3.1654713409760933,0.18692658424695768,0.04158145397177592,0.0
2002,Middle Africa,0.22643833270326344,0.8852916231863316,3.069434635109924,0.18141411203567484,0.04153683787795365,0.0
2003,Middle Africa,0.2259377428020803,0.8549714914251547,2.9577637313851057,0.1750817613686018,0.04167949183401765,0.0
2004,Middle Africa,0.2256467260746701,0.8270567231028817,2.8565603479044968,0.16936535227768196,0.04327299490813001,0.0
2005,Middle Africa,0.2302420925306836,0.7975074137962832,2.7576824434516016,0.16331422054696074,0.04333873037500064,0.0
2006,Middle Africa,0.2266054987354764,0.7713926170726647,2.670115840511728,0.15789234101161315,0.04332974664683693,0.0
2007,Middle Africa,0.2320104287299428,0.746901371227973,2.5744618807316817,0.1527520218499087,0.04494630306262533,0.0
2008,Middle Africa,0.2297838745081001,0.7253463968708848,2.483527085588951,0.14834372104768245,0.045598242891046,0.0
2009,Middle Africa,0.23883123828654845,0.7056662880977332,2.388855421025349,0.14431885709491912,0.04707487539558247,0.0
2010,Middle Africa,0.2633355634406961,0.6815392901340385,2.3098430562313896,0.1393845406482059,0.050623937014909616,0.0
2011,Middle Africa,0.2462824319051524,0.6567198123390233,2.2308989803503514,0.13430860216356436,0.04822434752009468,0.0
2012,Middle Africa,0.2504270145097769,0.6355940584141023,2.1509475268501816,0.12998808308374282,0.048758848661537416,0.0
2013,Middle Africa,0.2640053094961769,0.6182810238065012,2.0746378389185214,0.12644731968104536,0.05260855743600334,0.0
2014,Middle Africa,0.2469536353004068,0.6009184105275762,2.000774422928287,0.12289641673037405,0.05060933468701295,0.0
2015,Middle Africa,0.247382808623132,0.5843170001090449,1.926482026761916,0.11950119066080415,0.051879718474354485,0.0
